"","bx1....rep.0..times...1000.","bx2....rep.0..times...1000.","bx3....rep.0..times...1000.","bz1....rep.0..times...1000.","mod1_est.bx1....rep.0..times...1000.","mod1_est.bx2....rep.0..times...1000.","mod1_est.bx3....rep.0..times...1000.","mod1_est.bz1....rep.0..times...1000.","mod2_est.bx1....rep.0..times...1000.","mod2_est.bx2....rep.0..times...1000.","mod2_est.bx3....rep.0..times...1000.","mod2_est.bz1....rep.0..times...1000.","mod3_est.bx1....rep.0..times...1000.","mod3_est.bx3....rep.0..times...1000.","mod3_est.bx3....rep.0..times...1000..1","mod3_est.bz1....rep.0..times...1000.","mod4_est.bx1....rep.0..times...1000.","mod4_est.bx2....rep.0..times...1000.","mod4_est.bx3....rep.0..times...1000.","mod4_est.bz1....rep.0..times...1000.","mod5_est.bx1....rep.0..times...1000.","mod5_est.bx2....rep.0..times...1000.","mod5_est.bx3....rep.0..times...1000.","mod5_est.bz1....rep.0..times...1000.","bx1","bx2","bx3","bz1","mod1_est.bx1","mod1_est.bx2","mod1_est.bx3","mod1_est.bz1","mod2_est.bx1","mod2_est.bx2","mod2_est.bx3","mod2_est.bz1","mod3_est.bx1","mod3_est.bx2","mod3_est.bx3","mod3_est.bz1","mod4_est.bx1","mod4_est.bx2","mod4_est.bx3","mod4_est.bz1","mod5_est.bx1","mod5_est.bx2","mod5_est.bx3","mod5_est.bz1"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375368575255874,0.25030326801259,0.0625246572156051,0.775434732055191,0.80608033732353,0.279549014901392,0.0718582245093435,0.0346123956633683,0.356501921953523,0.226168030250904,0.0163474331703386,0.742292929484506,0.35518027745762,0.225710240894245,0.0163543673042823,0.741984838398685,0.237475354690155,0.0966689785982212,0.0359363020742072,0.762898744818136,0.246402905235148,0.15095122878654,0.0386260227363631,0.799771432008053
"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041698941263722,0.187290388084386,0.0680745185824629,0.756066780197056,0.729957853659504,0.0175117931311942,0.132323574659973,0.0376335217330904,0.0758559378175523,0.255102379405769,0.0285077287625148,0.773274495572386,0.0753509425070222,0.254428143802181,0.0288284715783086,0.770959208024716,0.0707500269699722,0.224110286435482,0.0845611337639173,0.777085890053499,0.0736120917320057,0.231982208079185,0.0712180792348534,0.75234297145518
"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187603134929047,0.0578207828561851,0.0577877445546213,0.755163405806961,0.77032425861707,0.0723345438829294,0.0370925690708422,0.0418249307184835,0.100636743381622,0.0666481876726203,0.0584630379379221,0.893854265808425,0.0996652664728074,0.0666002955672388,0.0585211430257669,0.894601926795677,0.218127012685886,0.0812517381678834,0.0572806132585667,0.874718831714459,0.179762425347824,0.0772117504903925,0.0580692198868553,0.782105863189964
"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468310801190606,0.0831817695600065,0.0417110865584334,0.74705174305217,0.721555114114887,0.0207928083457633,0.0549061322680597,0.0286087555717034,0.0258594162850535,0.145771226958895,0.0347503603545716,0.702780703386875,0.0259560111837268,0.145737609800611,0.0347248568334194,0.697489601363105,0.0393733088249488,0.0830351311100072,0.0369156333965852,0.695519664065224,0.0443501893256829,0.100975665783617,0.0396242193870114,0.734296915219803
"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534754386029071,0.24959678632725,0.150198192994131,0.734408702991653,0.712732126858359,0.0223670211045765,0.176544328542818,0.0449161412885794,0.0746466537378655,0.262925803704872,0.134112613099803,0.81512845061808,0.0754877857508783,0.263894344394857,0.133663936544114,0.816612874949295,0.0574519155658758,0.273484416582985,0.115338653499723,0.759549119679345,0.0563128123481474,0.29240813251398,0.105299680852766,0.737613025785627
"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535548167330071,0.0440083151944526,0.0936640612083641,0.762824718800214,0.766566521896385,0.0428667965502623,0.0347378154512569,0.0672774303740675,0.0237487562140359,0.0349532080516477,0.113328530923401,0.87407762615635,0.0237012071973678,0.0349115159696815,0.113335381591876,0.87350178391546,0.0584144873190282,0.049165236748443,0.106483683100466,0.844699192056409,0.0508074547064473,0.0478305425226309,0.112381317320114,0.809289570725113
"7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05001916439828,0.124901528073497,0.0938071639868645,0.7570641661761,0.758996579846563,0.0343666436631297,0.0868852817443265,0.0733014752631535,0.0449607636510637,0.0755925809109193,0.162398866225012,1.10394814307402,0.0450013956179446,0.0756773613990372,0.161857524829408,1.10403236402131,0.055917519501146,0.088371756759279,0.0811209484352639,0.796021053809927,0.056352363545904,0.0927686784061173,0.0742479121636857,0.772331349613504
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250022491055569,0.0535373340067901,0.0535397301487707,0.74873266409653,0.738335800821095,0.201484958917344,0.0333251359999569,0.0237233905637736,0.137885661539815,0.0502930308888555,0.046221055772031,1.07419187908006,0.13803278504609,0.0502223511383576,0.0463601786691046,1.07105320359437,0.199037181420271,0.0592348980682678,0.0610630725317053,0.799413203033095,0.209483146070101,0.0510553417545874,0.0779588748875794,0.725476291703664
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938211793103027,0.0833052973129545,0.0535675735817712,0.757689779254031,0.746961990573917,0.0369898719509174,0.0247147572701732,0.0332793141432648,-0.0322354677861805,0.0269280409428312,0.0730579339359239,0.459776955474678,-0.0329470922950055,0.0267310800016431,0.0729144738632985,0.461765426892938,0.000190870405277665,0.0398557307332541,0.0518677632930611,0.748219071596588,0.00257185430881122,0.0376771644802318,0.0484767508741339,0.733309066202927
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499640726198059,0.039511754143711,0.0416703221487738,0.762667725988701,0.746659061789601,0.0379348933336358,0.0215178171759575,0.0173317865247674,0.0523313471444799,0.0120940278557936,0.0475984105895494,0.593405314959506,0.0523628321257143,0.0120086178606818,0.0476219848920652,0.593222191820144,0.0470047498138807,0.0177812556466617,0.0131502985085912,0.751343046101681,0.0454155568563873,0.0182440869455589,0.0144106584151517,0.745660578177049
